Year,Lake,Station,Species,Sample ID,PFBA (ug/kg),PFBA Qual,PFBS (ug/kg),PFBS Qual,PFDA (ug/kg),PFDA Qual,PFDA_b1 (ug/kg),PFDA_b1 Qual,PFDS (ug/kg),PFDS Qual,PFDS_b1 (ug/kg),PFDS_b1 Qual,PFDS_b2 (ug/kg),PFDS_b2 Qual,PFDS_b3 (ug/kg),PFDS_b3 Qual,PFDoA (ug/kg),PFDoA Qual,PFDoA_b1 (ug/kg),PFDoA_b1 Qual,PFHpA (ug/kg),PFHpA Qual,PFHxA (ug/kg),PFHxA Qual,PFHxDA (ug/kg),PFHxDA Qual,PFHxS  (ug/kg),PFHxS Qual,PFHxS_b1  (ug/kg),PFHxS_b1 Qual,PFNA  (ug/kg),PFNA Qual,PFNA_b1  (ug/kg),PFNA_b1 Qual,PFOA  (ug/kg),PFOA Qual,PFOA_b1  (ug/kg),PFOA_b1 Qual,PFOS (ug/kg),PFOS Qual,PFOS_b1  (ug/kg),PFOS_b1 Qual,PFOS_b2  (ug/kg),PFOS_b2 Qual,PFOS_b3  (ug/kg),PFOS_b3 Qual,PFOS_b4  (ug/kg),PFOS_b4 Qual,PFOS_b5  (ug/kg),PFOS_b5 Qual,PFPeA  (ug/kg),PFPeA Qual,PFTeA  (ug/kg),PFTeA Qual,PFTrA  (ug/kg),PFTrA Qual,PFTrA_b1  (ug/kg),PFTrA_b1 Qual,PFUnA  (ug/kg),PFUnA Qual,PFUnA_b1  (ug/kg),PFUnA_b1 Qual,PFC_Tot  (ug/kg),PFC_Tot Qual,4:2FTS (ug/kg),4:2FTS Qual,6:2FTS (ug/kg),6:2FTS Qual,8:2FTS (ug/kg),8:2FTS Qual,NEtFOSAA (ug/kg),NEtFOSAA Qual,NMeFOSAA (ug/kg),NMeFOSAA Qual,3:3FTCA (ug/kg),3:3FTCA Qual,5:3FTCA (ug/kg),5:3FTCA Qual,7:3FTCA (ug/kg),7:3FTCA Qual,11Cl-PF3OUdS (ug/kg),11Cl-PF3OUdS Qual,ADONA (ug/kg),ADONA Qual,HFPO_DA (ug/kg),HFPO_DA Qual,NFDHA (ug/kg),NFDHA Qual,PF3ONS (ug/kg),PF3ONS Qual,PFDOS (ug/kg),PFDOS Qual,PFEESA (ug/kg),PFEESA Qual,PFHpS (ug/kg),PFHpS Qual,PFMBA (ug/kg),PFMBA Qual,PFMPA (ug/kg),PFMPA Qual,PFNS (ug/kg),PFNS Qual,PFOSA (ug/kg),PFOSA Qual,PFPeS (ug/kg),PFPeS Qual
2011,Ontario,LO-North Hamlin,Lake Trout,20110713001,0,BDL-LAB,0.039666667,BDL-LAB,0.549092717,,,,0.179333333,SBB-LAB,,,,,,,0.238,SBB-LAB,,,0.025333333,BDL-LAB,0.016666667,BDL-LAB,,,0.220666667,SBB-LAB,,,0.288333333,SBB-LAB,,,0.039,BDL-LAB,,,13.97912006,,,,,,,,,,,,0,BDL-LAB,0.015666667,BDL-LAB,0.196666667,BDL-LAB,,,0.461595824,,,,16.24914193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Ontario,LO-North Hamlin,Lake Trout,20110713002,0.284666667,BDL-LAB,0.057666667,BDL-LAB,0.355367666,,,,0.141333333,BDL-LAB,,,,,,,0.18,BDL-LAB,,,0.035333333,BDL-LAB,0.020333333,BDL-LAB,,,0.171,SBB-LAB,,,0.306333333,SBB-LAB,,,0.036,BDL-LAB,,,11.39815527,,,,,,,,,,,,0.038666667,BDL-LAB,0.068666667,BDL-LAB,0.114333333,BDL-LAB,,,0.472713297,,,,13.68056956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Ontario,LO-North Hamlin,Lake Trout,20110713003,0.028,BDL-LAB,0.067333333,BDL-LAB,0.915458937,,,,0.127,BDL-LAB,,,,,,,1.165333333,BDL-LAB,,,0.075666667,BDL-LAB,2.866333333,BDL-LAB,,,0.295666667,SBB-LAB,,,0.399758454,,,,0.091333333,BDL-LAB,,,34.25362319,,,,,,,,,,,,3.467666667,BDL-LAB,0.065666667,BDL-LAB,0.606,BDL-LAB,,,1.218297101,,,,45.64313768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Ontario,LO-North Hamlin,Lake Trout,20110713004,1.084333333,BDL-LAB,0.067666667,BDL-LAB,0.555228758,,,,0.124,BDL-LAB,,,,,,,0.249,BDL-LAB,,,0.027,BDL-LAB,0.092333333,BDL-LAB,,,0.255666667,SBB-LAB,,,0.288333333,SBB-LAB,,,0.044666667,BDL-LAB,,,21.68464052,,,,,,,,,,,,0.084333333,BDL-LAB,0.428666667,BDL-LAB,0.391,BDL-LAB,,,0.398333333,BDL-LAB,,,25.77520261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Ontario,LO-North Hamlin,Lake Trout,20110713005,0.017,BDL-LAB,0.057,BDL-LAB,0.378497466,,,,0.167,SBB-LAB,,,,,,,0.171666667,BDL-LAB,,,0.034666667,BDL-LAB,0.025,BDL-LAB,,,0.231333333,SBB-LAB,,,0.285,SBB-LAB,,,0.035666667,BDL-LAB,,,11.63934787,,,,,,,,,,,,0,BDL-LAB,0.151666667,BDL-LAB,0.167333333,BDL-LAB,,,0.348755232,,,,13.70993391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Ontario,LO-North Hamlin,Lake Trout,20110713006,0,BDL-LAB,0.076,BDL-LAB,0.624016248,,,,0.146333333,BDL-LAB,,,,,,,0.366,BDL-LAB,,,0.099333333,BDL-LAB,0.094333333,BDL-LAB,,,0.308453922,,,,0.265549632,,,,0.080333333,BDL-LAB,,,19.10332572,,,,,,,,,,,,0.128666667,BDL-LAB,0.132333333,BDL-LAB,0.360333333,BDL-LAB,,,0.694592536,,,,22.47960472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Ontario,LO-North Hamlin,Lake Trout,20110713007,0.849666667,BDL-LAB,0.061666667,BDL-LAB,0.149099099,BDL-LAB,,,0.141333333,BDL-LAB,,,,,,,0.106333333,BDL-LAB,,,0.014333333,BDL-LAB,0.036,BDL-LAB,,,0.188666667,SBB-LAB,,,0.172,BDL-LAB,,,0.052,BDL-LAB,,,6.759684685,,,,,,,,,,,,0.169333333,BDL-LAB,0.012666667,BDL-LAB,0.127666667,BDL-LAB,,,0.149774775,,,,8.990225225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Ontario,LO-North Hamlin,Lake Trout,20110713008,0.068666667,BDL-LAB,0.066666667,BDL-LAB,0.391359918,,,,0.114333333,BDL-LAB,,,,,,,0.655333333,BDL-LAB,,,0.041,BDL-LAB,0.044333333,BDL-LAB,,,0.222333333,SBB-LAB,,,0.278333333,SBB-LAB,,,0.044333333,BDL-LAB,,,13.2446319,,,,,,,,,,,,0,BDL-LAB,0.297,BDL-LAB,0.307,BDL-LAB,,,0.396472393,,,,16.17179755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Ontario,LO-North Hamlin,Lake Trout,20110713009,0,BDL-LAB,0.062333333,BDL-LAB,0.695052717,,,,0.136333333,BDL-LAB,,,,,,,0.298666667,BDL-LAB,,,0.067,BDL-LAB,0.931,BDL-LAB,,,0.276666667,SBB-LAB,,,0.346309813,,,,0.084333333,BDL-LAB,,,20.19924304,,,,,,,,,,,,0.198,BDL-LAB,0,BDL-LAB,0.280333333,BDL-LAB,,,0.592322249,,,,24.16759448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Superior,LS-Keweenaw Point,Lake Trout,20111026001,0.004,BDL-LAB,0,BDL-LAB,0.353666667,BDL-LAB,,,0.021333333,BDL-LAB,,,,,,,0.053333333,BDL-LAB,,,0.013666667,BDL-LAB,0,BDL-LAB,,,0.064,BDL-LAB,,,0.469666667,BDL-LAB,,,0.037333333,BDL-LAB,,,1.603795967,,,,,,,,,,,,0,BDL-LAB,0.023,BDL-LAB,0.025333333,BDL-LAB,,,0.78113879,,,,3.45026809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Superior,LS-Keweenaw Point,Lake Trout,20111026002,6.682140047,,0.009,BDL-LAB,0.37398374,,,,0.029333333,BDL-LAB,,,,,,,0.146341463,,,,0.025666667,BDL-LAB,0.032,BDL-LAB,,,0.035,BDL-LAB,,,0.40833989,,,,0.045666667,BDL-LAB,,,1.30133753,,,,,,,,,,,,0,BDL-LAB,0.014666667,BDL-LAB,0.212693417,,,,0.7631786,,,,10.07934802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Superior,LS-Keweenaw Point,Lake Trout,20111026003,0.841534856,,0.005333333,BDL-LAB,0.519625073,,,,0.009,BDL-LAB,,,,,,,0.178666667,BDL-LAB,,,0,BDL-LAB,0.029666667,BDL-LAB,,,0.039666667,BDL-LAB,,,0.603983597,,,,0.016333333,BDL-LAB,,,1.573227885,,,,,,,,,,,,0.021666667,BDL-LAB,0.026333333,BDL-LAB,0.22,BDL-LAB,,,0.897773872,,,,4.982811951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Superior,LS-Keweenaw Point,Lake Trout,20111026004,0.311,BDL-LAB,0.032333333,BDL-LAB,0.273712737,,,,0.010666667,BDL-LAB,,,,,,,0.041,BDL-LAB,,,0.016,BDL-LAB,0.078,BDL-LAB,,,0.034333333,BDL-LAB,,,0.261788618,,,,0.1,BDL-LAB,,,0.966395664,,,,,,,,,,,,0.039666667,BDL-LAB,0.069666667,BDL-LAB,0.213333333,BDL-LAB,,,0.500542005,,,,2.948439024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Superior,LS-Keweenaw Point,Lake Trout,20111026005,0.14,BDL-LAB,0,BDL-LAB,0.314139942,,,,0.027,BDL-LAB,,,,,,,0.284499514,,,,0.029333333,BDL-LAB,0.047666667,BDL-LAB,,,0.026666667,BDL-LAB,,,0.354227405,,,,0.06,BDL-LAB,,,1.022351798,,,,,,,,,,,,0,BDL-LAB,0.022333333,BDL-LAB,0.189504373,,,,0.674927114,,,,3.192650146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Superior,LS-Keweenaw Point,Lake Trout,20111026006,0.050333333,BDL-LAB,0,BDL-LAB,0.452430556,,,,0.018666667,BDL-LAB,,,,,,,0.194,BDL-LAB,,,0.005666667,BDL-LAB,0.004,BDL-LAB,,,0.044333333,BDL-LAB,,,0.543055556,,,,0.071,BDL-LAB,,,1.817013889,,,,,,,,,,,,0.025,BDL-LAB,0.054333333,BDL-LAB,0.183,BDL-LAB,,,0.973958333,,,,4.436791667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Superior,LS-Keweenaw Point,Lake Trout,20111026007,1.674067982,,0,BDL-LAB,0.689692982,,,,0.009,BDL-LAB,,,,,,,0.143333333,BDL-LAB,,,0.033666667,BDL-LAB,0.065333333,BDL-LAB,,,0.060666667,BDL-LAB,,,0.634594298,,,,0.108333333,BDL-LAB,,,2.534813596,,,,,,,,,,,,0,BDL-LAB,0.083333333,BDL-LAB,0.338,BDL-LAB,,,1.303,BDL-LAB,,,7.677835526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904001,4.479333333,BDL-LAB,0.005333333,BDL-LAB,3.32165109,,,,0.372333333,SBB-LAB,,,,,,,0.691666667,BDL-LAB,,,0.079666667,BDL-LAB,0.613333333,BDL-LAB,,,0.115,BDL-LAB,,,0.757788162,,,,0.041,BDL-LAB,,,71.53011423,,,,,,,,,,,,0.685,BDL-LAB,1.570666667,BDL-LAB,4.416666667,BDL-LAB,,,1.956666667,BDL-LAB,,,90.63622015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904002,2.405333333,BDL-LAB,0.032,BDL-LAB,2.408254469,,,,0.290333333,BDL-LAB,,,,,,,0.783123028,,,,0.069666667,BDL-LAB,0.474666667,BDL-LAB,,,0.018,BDL-LAB,,,0.527602524,,,,0.119,BDL-LAB,,,35.52444795,,,,,,,,,,,,1.007,BDL-LAB,0.363666667,BDL-LAB,1.295478444,,,,1.616193481,,,,46.93476656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904003,1.188333333,BDL-LAB,0.006333333,BDL-LAB,4.394460363,,,,0.305333333,SBB-LAB,,,,,,,0.971666667,BDL-LAB,,,0.057666667,BDL-LAB,0.358,BDL-LAB,,,0.059666667,BDL-LAB,,,1.075692455,,,,0.075333333,BDL-LAB,,,66.46800382,,,,,,,,,,,,0.266666667,BDL-LAB,1.908333333,BDL-LAB,2.846666667,BDL-LAB,,,2.473495702,,,,82.45565234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904004,3.405,BDL-LAB,0.008666667,BDL-LAB,4.254671489,,,,0.332,SBB-LAB,,,,,,,1.148583484,,,,0.042666667,BDL-LAB,0.435333333,BDL-LAB,,,0.020333333,BDL-LAB,,,0.418022905,,,,0.055,BDL-LAB,,,44.7477396,,,,,,,,,,,,0.434,BDL-LAB,1.017333333,BDL-LAB,1.379333333,BDL-LAB,,,3.009342978,,,,60.70802712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904005,0.030666667,BDL-LAB,0.005666667,BDL-LAB,2.499580889,,,,0.095,BDL-LAB,,,,,,,0.660666667,BDL-LAB,,,0.068666667,BDL-LAB,0.530333333,BDL-LAB,,,0.027,BDL-LAB,,,0.282760548,,,,0.058,BDL-LAB,,,29.10924839,,,,,,,,,,,,0.327333333,BDL-LAB,0.451333333,BDL-LAB,3.728974574,,,,1.61497625,,,,39.49020732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904006,1.336666667,BDL-LAB,0.016,BDL-LAB,2.276012891,,,,0.373158379,,,,,,,,0.770948435,,,,0.078333333,BDL-LAB,0.586666667,BDL-LAB,,,0.060666667,BDL-LAB,,,0.47674954,,,,0.066666667,BDL-LAB,,,27.1698895,,,,,,,,,,,,0.736,BDL-LAB,0.257,BDL-LAB,1.27140884,,,,1.776012891,,,,37.25218048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904007,3.088333333,BDL-LAB,0.006666667,BDL-LAB,4.402870577,,,,0.267,SBB-LAB,,,,,,,0.870333333,BDL-LAB,,,0.077,BDL-LAB,1.103333333,BDL-LAB,,,0.085333333,BDL-LAB,,,0.984657263,,,,0.060333333,BDL-LAB,,,78.82875526,,,,,,,,,,,,0.18,BDL-LAB,1.148333333,BDL-LAB,2.165,BDL-LAB,,,3.537985647,,,,96.80593541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904008,2.369298931,,0.014333333,BDL-LAB,2.865259317,,,,0.086333333,BDL-LAB,,,,,,,1.451915559,,,,0.043666667,BDL-LAB,0.33,BDL-LAB,,,0.024,BDL-LAB,,,0.686213187,,,,0.064,BDL-LAB,,,37.64685953,,,,,,,,,,,,1.032333333,BDL-LAB,1.853666667,BDL-LAB,4.160333333,BDL-LAB,,,2.023977065,,,,54.65219025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904009,3.189199689,,0.012333333,BDL-LAB,3.337801088,,,,0.391608392,,,,,,,,1.286519037,,,,0.040666667,BDL-LAB,0,BDL-LAB,,,0.05,BDL-LAB,,,0.45027195,,,,0.098666667,BDL-LAB,,,35.87004662,,,,,,,,,,,,0.22,BDL-LAB,0.663333333,BDL-LAB,1.732323232,,,,2.62024087,,,,49.96301088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Erie,LE-Middle Bass Island,Walleye,20120904010,8.621575342,,0.016333333,BDL-LAB,2.623858447,,,,0.198333333,BDL-LAB,,,,,,,1.715666667,BDL-LAB,,,0.023666667,BDL-LAB,0.526,BDL-LAB,,,0.042666667,BDL-LAB,,,0.462043379,,,,0.083333333,BDL-LAB,,,32.35302511,,,,,,,,,,,,0.868,BDL-LAB,1.045333333,BDL-LAB,4.322666667,BDL-LAB,,,1.857305936,,,,54.75980822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307001,0.109666667,BDL-LAB,0.013,BDL-LAB,2.592623176,,,,0.038333333,BDL-LAB,,,,,,,0.614368291,,,,0,BDL-LAB,0.069,BDL-LAB,,,0.111666667,SBB-LAB,,,1.822460776,,,,0.095333333,SBB-LAB,,,9.264244426,,,,,,,,,,,,0,BDL-LAB,0.097666667,SBB-LAB,0.512524085,,,,3.742361685,,,,19.08324911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307002,0.129333333,BDL-LAB,0,BDL-LAB,0.202970297,,,,0.027,BDL-LAB,,,,,,,0.055,BDL-LAB,,,0.015333333,BDL-LAB,0.030666667,BDL-LAB,,,0.037333333,BDL-LAB,,,0.2720022,,,,0.039333333,BDL-LAB,,,1.114136414,,,,,,,,,,,,0,BDL-LAB,0.006666667,BDL-LAB,0.021,BDL-LAB,,,0.179042904,,,,2.129818482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307003,0.035333333,BDL-LAB,0.047666667,BDL-LAB,6.38725954,,,,0.054333333,SBB-LAB,,,,,,,1.315673289,,,,0.026333333,BDL-LAB,0.058,BDL-LAB,,,0.300536108,,,,9.855566067,,,,0.465468307,,,,28.40744245,,,,,,,,,,,,0.005333333,BDL-LAB,0.170923999,,0.614001892,,,,8.982339956,,,,56.72621161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307004,0,BDL-LAB,0.026,BDL-LAB,0.14806867,,,,0.02,BDL-LAB,,,,,,,0.119456366,,,,0.046666667,BDL-LAB,0.037333333,BDL-LAB,,,0.062,SBB-LAB,,,0.251333333,SBB-LAB,,,0.041333333,BDL-LAB,,,1.393657606,,,,,,,,,,,,0,BDL-LAB,0.047333333,SBB-LAB,0.097758703,,,,0.368383405,,,,2.65932475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307005,12.121,SBB-LAB,0.022333333,BDL-LAB,3.599716614,,,,0.028666667,BDL-LAB,,,,,,,0.757350337,,,,0.006333333,BDL-LAB,0.030666667,BDL-LAB,,,0.194333333,SBB-LAB,,,4.337938363,,,,0.466879207,,,,12.27134254,,,,,,,,,,,,0,BDL-LAB,0.082,SBB-LAB,0.468296139,,,,5.427559334,,,,39.81441587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307006,0.04,BDL-LAB,0.024666667,BDL-LAB,6.752129472,,,,0.043666667,BDL-LAB,,,,,,,1.549119818,,,,0.039333333,BDL-LAB,0.049,BDL-LAB,,,0.337592277,,,,8.809767178,,,,0.047333333,BDL-LAB,,,16.50795003,,,,,,,,,,,,0,BDL-LAB,0.124077229,,1.576660988,,,,10.02640545,,,,45.92770244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307007,0.067666667,BDL-LAB,0.020333333,BDL-LAB,2.773412404,,,,0.112333333,SBB-LAB,,,,,,,0.826538176,,,,0.024333333,BDL-LAB,0.043333333,BDL-LAB,,,0.222666667,SBB-LAB,,,2.391895231,,,,0.130666667,SBB-LAB,,,16.2043489,,,,,,,,,,,,0,BDL-LAB,0.152211515,,0.477143563,,,,4.841858167,,,,28.28874129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307008,20.19533333,SBB-LAB,0.034666667,BDL-LAB,0.467677862,,,,0.039666667,BDL-LAB,,,,,,,0.277717588,,,,0.013,BDL-LAB,0.023666667,BDL-LAB,,,0.071333333,SBB-LAB,,,0.401589021,,,,0.064333333,BDL-LAB,,,4.889851932,,,,,,,,,,,,0,BDL-LAB,0.097666667,SBB-LAB,0.396171903,,,,0.680751174,,,,27.65342615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307009,0.474666667,SBB-LAB,0.026333333,BDL-LAB,0.776495278,,,,0.049333333,BDL-LAB,,,,,,,0.374956278,,,,0.020666667,BDL-LAB,0.040333333,BDL-LAB,,,0.1,SBB-LAB,,,0.476740119,,,,0.028666667,BDL-LAB,,,9.393844001,,,,,,,,,,,,0.028,BDL-LAB,0.256733123,,0.895068206,,,,1.136411333,,,,14.07824834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Huron,LH-Rockport,Lake Trout,2012307010,0,BDL-LAB,0.045333333,BDL-LAB,0.799264914,,,,0.044666667,BDL-LAB,,,,,,,0.574498162,,,,0.025666667,BDL-LAB,0.029,BDL-LAB,,,0.170333333,SBB-LAB,,,0.568278202,,,,0.097,BDL-LAB,,,7.842521911,,,,,,,,,,,,0.004,BDL-LAB,0.233248516,,0.474413345,,,,2.040429743,,,,12.94865479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211001,0.099333333,SBB-LAB,0.016666667,BDL-LAB,0.77028348,,,,0.114369501,,,,,,,,0.314666667,SBB-LAB,,,0.012666667,BDL-LAB,0.009333333,BDL-LAB,,,0.134245683,,,,0.526555881,,,,0.06,SBB-LAB,,,11.76800261,,,,,,,,,,,,0,BDL-LAB,0.108,SBB-LAB,0.368,SBB-LAB,,,1.495275334,,,,15.79739915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211002,0.223333333,SBB-LAB,0.009666667,BDL-LAB,0.171,SBB-LAB,,,0.065652725,,,,,,,,0,BDL-LAB,,,0,BDL-LAB,0.01,BDL-LAB,,,0.060666667,SBB-LAB,,,0.1252218,,,,0.057333333,BDL-LAB,,,6.321673004,,,,,,,,,,,,0.072,BDL-LAB,0.025666667,BDL-LAB,0.035,SBB-LAB,,,0.211333333,SBB-LAB,,,7.388547529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211003,0.107666667,SBB-LAB,0.022666667,BDL-LAB,0.125666667,SBB-LAB,,,0.051140834,,,,,,,,0.001,BDL-LAB,,,0.002,BDL-LAB,0.055666667,BDL-LAB,,,0.073957514,,,,0.163388408,,,,0.061666667,BDL-LAB,,,9.480199318,,,,,,,,,,,,0,BDL-LAB,0.071,BDL-LAB,0.029333333,BDL-LAB,,,0.16,SBB-LAB,,,10.40535274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211004,0.13,SBB-LAB,0,BDL-LAB,0.256961676,,,,0.05596912,,,,,,,,0.101333333,SBB-LAB,,,0.019333333,BDL-LAB,0.002,BDL-LAB,,,0.072511718,,,,0.202646816,,,,0.06,BDL-LAB,,,12.69864902,,,,,,,,,,,,0,BDL-LAB,0.078333333,BDL-LAB,0.019666667,BDL-LAB,,,0.312655087,,,,14.0100601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211005,1.943333333,SBB-LAB,0.013,BDL-LAB,0.255183413,,,,0.071132376,,,,,,,,0.128,SBB-LAB,,,0.025333333,BDL-LAB,0.023,BDL-LAB,,,0.106220096,,,,0.214354067,,,,0.056,BDL-LAB,,,12.84433812,,,,,,,,,,,,0,BDL-LAB,0.174666667,BDL-LAB,0.206,SBB-LAB,,,0.493779904,,,,16.55434131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211006,0.173333333,SBB-LAB,0.01,BDL-LAB,0.152,SBB-LAB,,,0.04,SBB-LAB,,,,,,,0,BDL-LAB,,,0.013,BDL-LAB,0.008,BDL-LAB,,,0.038333333,SBB-LAB,,,0.142340565,,,,0.041333333,BDL-LAB,,,8.593030901,,,,,,,,,,,,0,BDL-LAB,0.059666667,BDL-LAB,0.049666667,BDL-LAB,,,0.214333333,SBB-LAB,,,9.535038133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211007,0.008,BDL-LAB,0.025333333,BDL-LAB,0.252333333,SBB-LAB,,,0.122074636,,,,,,,,0.102,SBB-LAB,,,0.004,BDL-LAB,0.044,BDL-LAB,,,0.094560405,,,,0.307716635,,,,0.053333333,BDL-LAB,,,15.11258697,,,,,,,,,,,,0,BDL-LAB,0.059,BDL-LAB,0.234,SBB-LAB,,,0.399114485,,,,16.81805313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211008,0.082,SBB-LAB,0.014333333,BDL-LAB,0.156666667,SBB-LAB,,,0.045666667,SBB-LAB,,,,,,,0.091,SBB-LAB,,,0.016333333,BDL-LAB,0.035,BDL-LAB,,,0.09395218,,,,0.140084388,,,,0.037666667,BDL-LAB,,,7.103797468,,,,,,,,,,,,0,BDL-LAB,0.049,BDL-LAB,0.062,BDL-LAB,,,0.188333333,SBB-LAB,,,8.115834037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211009,0,BDL-LAB,0.004666667,BDL-LAB,0.133666667,SBB-LAB,,,0.03,BDL-LAB,,,,,,,0.014333333,BDL-LAB,,,0.013666667,BDL-LAB,0.021,BDL-LAB,,,0.059,SBB-LAB,,,0.117896522,,,,0.045,BDL-LAB,,,6.972010178,,,,,,,,,,,,0,BDL-LAB,0.061666667,BDL-LAB,0.101666667,BDL-LAB,,,0.163666667,SBB-LAB,,,7.738240034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Michigan,LM-Saugatuck,Lake Trout,20122211010,0.040666667,BDL-LAB,0.025333333,BDL-LAB,0.322338429,,,,0.066505766,,,,,,,,0.171666667,SBB-LAB,,,0.025,BDL-LAB,0.039,BDL-LAB,,,0.093858943,,,,0.216411907,,,,0.055333333,BDL-LAB,,,8.424778761,,,,,,,,,,,,0,BDL-LAB,0.039666667,BDL-LAB,0.067333333,SBB-LAB,,,0.530705283,,,,10.11859909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
